Hardness (HVN),Compressive strength (MPa),Plasticity (%) - Compressive,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Processing_Temperature_C,Processing_Temperature_K,Total_Composition,Num_Elements,Cu_Content,Fe_Content,Cu_Fe_Ratio,Num_Phases,Num_Crystal_Structures,Method_Other,Method_Unknown,Method_annealing,Method_arc_melting,Method_as_cast,Method_room_temperature,Method_sintering,Has_FCC_Phase,Has_BCC_Phase,Has_HCP_Phase,Has_IM_Phase,Source
596.12,1238.0,7.38,1,0,0,0,0,0.167,0.0,0,0,0.0,0.0,0.167,0.167,0,0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.167,0.167,0,0.0,0.0,0.0,1100.0,1373.15,1.002,6,0.167,0.167,1.0,1.0,1,False,False,False,False,False,False,True,1,0,0,0,https://doi.org/10.1016/j.jallcom.2021.163352
410.0,1234.0,9.0,1,1,0,0,0,0.143,0.0,0,0,0.143,0.143,0.143,0.143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.143,0,0,0,0.0,0.0,0,0.143,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,7,0.143,0.143,1.0,2.0,2,False,True,False,False,False,False,False,1,1,0,0,https://doi.org/10.1016/j.dib.2018.11.111
410.0,1234.0,9.0,0,0,0,0,0,0.143,0.0,0,0,0.143,0.143,0.143,0.143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.143,0,0,0,0.0,0.0,0,0.143,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,7,0.143,0.143,1.0,1.0,0,False,True,False,False,False,False,False,0,0,0,0,dx.doi.org/10.1016/j.matchar.2016.02.018
410.0,1217.74,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,196.0,469.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
434.0,1210.0,1.8,1,0,0,0,0,0.225,0.0,0,0,0.0,0.0,0.2,0.15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.225,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0000000000000002,5,0.2,0.15,1.3333333333333335,2.0,1,False,False,True,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.apsusc.2015.07.207
410.0,1198.22,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,196.0,469.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
410.0,1164.26,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,196.0,469.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
410.0,1150.0,27.0,1,1,0,0,0,0.151,0.0,0,0,0.189,0.189,0.094,0.189,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.189,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,6,0.094,0.189,0.4973544973544973,2.0,2,False,True,False,False,False,False,False,1,1,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
374.0,1145.0,26.9,1,0,0,0,0,0.0,0.0,0,0,0.2,0.16,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,2.0,1,False,False,False,False,False,False,True,1,0,0,0,dx.doi.org/10.1016/j.jallcom.2015.11.205
203.0,1106.0,40.0,1,0,0,0,0,0.0,0.0,0,0,0.227,0.0,0.227,0.227,0,0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0,0.227,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.999,5,0.227,0.227,1.0,1.0,1,False,False,False,True,False,False,False,1,0,0,0,https://doi.org/10.1016/j.vacuum.2020.109173
410.0,1088.71,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,196.0,469.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
410.0,1081.49,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,100.0,373.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
516.0,1074.0,8.0,1,0,0,0,0,0.2,0.0,0,0,0.0,0.0,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
410.0,1053.1,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,50.0,323.15,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
410.0,1042.0,3.0,1,0,0,1,0,0.0,0.0,0,0,0.172,0.172,0.172,0.172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.172,0,0,0,0.0,0.0,0,0.138,0.0,0,0.0,0.0,0.0,499.85,773.0,0.9979999999999999,6,0.172,0.172,1.0,2.0,2,False,True,False,False,False,False,False,1,0,0,1,https://doi.org/10.1016/j.dib.2018.11.111
162.0,1041.0,54.0,1,0,0,0,0,0.0,0.0,0,0,0.238,0.0,0.238,0.238,0,0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0,0.238,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.238,0.238,1.0,1.0,1,False,False,False,True,False,False,False,1,0,0,0,https://doi.org/10.1016/j.vacuum.2020.109173
410.0,1023.57,11.3,1,0,0,0,0,0.0,0.096,0,0,0.192,0.0,0.192,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.288,0,0,0,0.0,0.0,0,0.0,0.0,0,0.038,0.0,0.0,499.85,773.0,0.998,6,0.192,0.192,1.0,1.0,1,True,False,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2022.164310
376.0,1009.0,29.5,1,0,0,0,0,0.0,0.0,0,0,0.2,0.1,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,2.0,1,False,False,False,False,False,False,True,1,0,0,0,dx.doi.org/10.1016/j.jallcom.2015.11.205
653.0,1006.0,3.7,1,1,0,0,0,0.079,0.0,0,0,0.159,0.159,0.159,0.159,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.159,0,0,0,0.127,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0010000000000001,7,0.159,0.159,1.0,2.0,2,False,True,False,False,False,False,False,1,1,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.11.085
410.0,1005.0,15.0,1,1,0,1,0,0.143,0.0,0,0,0.143,0.143,0.143,0.143,0,0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0,0.143,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,7,0.143,0.143,1.0,3.0,3,False,True,False,False,False,False,False,1,1,0,1,https://doi.org/10.1016/j.dib.2018.11.111
410.0,1005.0,15.0,0,0,0,0,0,0.143,0.0,0,0,0.143,0.143,0.143,0.143,0,0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0,0.143,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,7,0.143,0.143,1.0,1.0,0,False,True,False,False,False,False,False,0,0,0,0,dx.doi.org/10.1016/j.matchar.2016.02.018
516.0,980.0,7.0,1,0,0,0,0,0.225,0.0,0,0,0.0,0.0,0.2,0.15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.225,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0000000000000002,5,0.2,0.15,1.3333333333333335,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
516.0,980.0,7.0,1,0,0,0,0,0.225,0.0,0,0,0.0,0.0,0.2,0.15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.225,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0000000000000002,5,0.2,0.15,1.3333333333333335,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
406.0,950.0,11.3,1,1,0,0,0,0.167,0.0,0,0,0.167,0.167,0.167,0.167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.167,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.002,6,0.167,0.167,1.0,2.0,2,False,True,False,False,False,False,False,1,1,0,0,https://doi.org/10.1016/j.dib.2018.11.111
518.0,870.0,0.96,1,0,0,0,0,0.25,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0,0.25,0.0,0,0.0,0.0,0.0,699.85,973.0,1.0,4,0.25,0.0,2.5,1.0,1,False,False,True,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.apsusc.2015.07.207
321.0,869.0,32.2,1,0,0,0,0,0.0,0.0,0,0,0.2,0.2,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,2.0,1,False,False,False,False,False,False,True,1,0,0,0,dx.doi.org/10.1016/j.jallcom.2015.11.205
350.0,820.0,28.0,1,1,0,0,0,0.143,0.0,0,0,0.19,0.19,0.095,0.19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.9979999999999998,6,0.095,0.19,0.5,2.0,2,False,True,False,False,False,False,False,1,1,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
410.0,765.0,6.3,1,0,0,1,0,0.35,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.15,0.0,0,0.0,0.0,0,0.0,0.3,0.0,499.85,773.0,1.0,5,0.05,0.0,0.5,2.0,2,False,False,False,False,True,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2021.163508
410.0,750.0,39.0,1,0,0,0,0,0.045,0.0,0,0,0.182,0.182,0.136,0.182,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0,0,0,0.0,0.0,0,0.091,0.0,0,0.0,0.0,0.0,499.85,773.0,0.9999999999999998,7,0.136,0.182,0.7472527472527474,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
322.0,747.0,32.4,1,0,0,0,0,0.0,0.0,0,0,0.2,0.04,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.36,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,2.0,1,False,False,False,False,False,False,True,1,0,0,0,dx.doi.org/10.1016/j.jallcom.2015.11.205
410.0,718.0,6.2,1,0,0,1,0,0.35,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.1,0.0,0,0.0,0.0,0,0.0,0.3,0.0,499.85,773.0,1.0,5,0.05,0.0,0.5,2.0,2,False,False,False,False,True,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2021.163508
410.0,700.0,29.0,1,0,0,0,0,0.0,0.0,0,0,0.182,0.182,0.182,0.182,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0,0,0,0.0,0.0,0,0.091,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,6,0.182,0.182,1.0,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
410.0,700.0,21.0,0,0,0,0,0,0.0,0.0,0,0,0.182,0.182,0.182,0.182,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0,0,0,0.0,0.0,0,0.091,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,6,0.182,0.182,1.0,1.0,0,False,True,False,False,False,False,False,0,0,0,0,dx.doi.org/10.1016/j.matchar.2016.02.018
410.0,650.0,44.0,1,1,0,0,0,0.096,0.0,0,0,0.192,0.192,0.096,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0,0.0,0,0,0,0.038,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.998,7,0.096,0.192,0.5,2.0,2,False,True,False,False,False,False,False,1,1,0,0,dx.doi.org/10.1016/j.matdes.2015.11.013
320.0,630.0,42.7,1,1,0,0,0,0.135,0.0,0,0,0.192,0.192,0.096,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.9989999999999999,6,0.096,0.192,0.5,2.0,2,False,True,False,False,False,False,False,1,1,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
318.0,630.0,20.0,1,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0.3,0,0,0,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.9999999999999999,4,0.3,0.0,3.0,2.0,2,False,True,False,False,False,False,False,1,0,0,1,https://doi.org/10.1016/j.dib.2018.11.111
410.0,559.0,4.6,1,0,0,1,0,0.35,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.05,0.0,0,0.0,0.0,0,0.0,0.3,0.0,499.85,773.0,1.0,5,0.05,0.0,0.5,2.0,2,False,False,False,False,True,False,False,1,0,0,0,https://doi.org/10.1016/j.jallcom.2021.163508
410.0,550.0,50.0,1,0,0,0,0,0.077,0.0,0,0,0.192,0.192,0.115,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0,0.0,0,0,0,0.038,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.998,7,0.115,0.192,0.5989583333333334,1.0,1,False,True,False,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.matdes.2015.11.013
537.0,536.0,0.85,1,0,0,0,0,0.25,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0,0.25,0.0,0,0.0,0.0,0.0,24.850000000000023,298.0,1.0,4,0.25,0.0,2.5,1.0,1,False,False,True,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.apsusc.2015.07.207
241.0,515.0,40.0,1,0,0,1,0,0.1,0.0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0.3,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,4,0.3,0.0,3.0,2.0,2,False,True,False,False,False,False,False,1,0,0,1,https://doi.org/10.1016/j.dib.2018.11.111
410.0,500.0,50.0,1,0,0,0,0,0.038,0.0,0,0,0.192,0.192,0.154,0.192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.192,0,0,0,0.038,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.998,7,0.154,0.192,0.8020833333333333,1.0,1,False,True,False,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.matdes.2015.11.013
521.0,498.0,0.67,1,0,0,0,0,0.25,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0,0.25,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,4,0.25,0.0,2.5,1.0,1,False,False,True,False,False,False,False,1,0,0,0,dx.doi.org/10.1016/j.apsusc.2015.07.207
410.0,488.0,17.0,1,0,0,1,0,0.8,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.05,0.0,499.85,773.0,1.0000000000000002,5,0.05,0.0,0.5,2.0,2,False,True,False,False,False,False,False,1,0,0,1,https://doi.org/10.1016/j.dib.2018.11.111
210.0,388.0,11.3,1,0,0,0,0,0.091,0.0,0,0,0.182,0.182,0.182,0.182,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,6,0.182,0.182,1.0,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
205.0,380.0,63.0,1,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0.317,0.0,0,0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0,0.317,0,0,0,0.0,0.05,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0010000000000001,4,0.317,0.0,3.17,2.0,2,False,True,False,False,False,False,False,1,0,0,1,https://doi.org/10.1016/j.dib.2018.11.111
275.0,350.0,11.3,1,0,0,0,0,0.091,0.0,0,0,0.182,0.182,0.182,0.182,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,6,0.182,0.182,1.0,1.0,1,False,True,False,False,False,False,False,1,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
245.0,340.0,11.3,0,0,0,0,0,0.1,0.0,0,0,0.2,0.2,0.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,6,0.1,0.2,0.5,1.0,0,False,True,False,False,False,False,False,0,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
166.0,330.0,45.0,1,0,0,0,0,0.05,0.0,0,0,0.0,0.0,0.317,0.0,0,0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0,0.317,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.001,4,0.317,0.0,3.17,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
245.0,325.0,11.3,1,0,0,0,0,0.1,0.0,0,0,0.2,0.2,0.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,6,0.1,0.2,0.5,1.0,1,False,True,False,False,False,False,False,1,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
245.0,320.0,11.3,1,0,0,0,0,0.095,0.0,0,0,0.19,0.19,0.143,0.19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,0.998,6,0.143,0.19,0.7526315789473683,1.0,1,False,True,False,False,False,False,False,1,0,0,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090
537.0,300.0,1.0,1,0,0,0,0,0.25,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0,0.25,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,4,0.25,0.0,2.5,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
132.0,230.0,11.3,1,0,0,0,0,0.0,0.0,0,0,0.2,0.2,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,499.85,773.0,1.0,5,0.2,0.2,1.0,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
147.0,215.0,60.0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.25,0.0,499.85,773.0,1.0,4,0.25,0.0,2.5,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
109.0,140.0,65.0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.267,0.0,0,0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0,0.267,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2,0.0,499.85,773.0,1.0010000000000001,4,0.267,0.0,2.67,1.0,1,False,True,False,False,False,False,False,1,0,0,0,https://doi.org/10.1016/j.dib.2018.11.111
