Unique ID,Composition,doi,Phases present,Density (g/cm3),Elastic Modulus (GPa),Compressive strength (MPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,Shear Modulus (GPa),C11 Elastic Constant (GPa),Fracture Toughness,Ductility (%),Test Type,Al,C,Co,Cr,Cu,Fe,Ga,Gd,Mg,Mn,Mo,Ni,Pb,Ti,V,Zn,Total_Composition,Num_Elements,Cu_Fe_Ratio,Has_FCC_Phase,Has_BCC_Phase,Has_HCP_Phase,Has_IM_Phase,Num_Phases,FCC,BCC,HCP,IM,Source,Hardness (HVN),Plasticity (%) - Compressive,Processing_Temperature_C,Processing_Temperature_K,Num_Crystal_Structures,Ag,B,Ca,Ge,Hf,Li,N,Nb,Nd,Pd,Re,Sc,Si,Sn,Ta,W,Y,Zr,Method_Other,Method_Unknown,Method_annealing,Method_arc_melting,Method_as_cast,Method_room_temperature,Method_sintering,Cu_Content,Fe_Content
5-1213242629-2718181818-000154_1,AlFeCuCrMg<sub>1.5</sub>,10.1007/s1254 0-019-00565 -z,,7.085,198.0,1559.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.24625,0.0,0.0,0.24625,0.24625,0.24625,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1007/s1254 0-019-00565 -z,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.24625,0.24625
5-2526272829-2020202020-000162_1,FeMnNiCoCu,10.1016/j.matdes.2018.07.046,,7.085,189.6,499.0,150.0,80.0,75.29,0.0,13.11,15.15,,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.matdes.2018.07.046,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-222426272829-091818181818-000177_1,CoCrCuFeNiTi<sub>0.5</sub>,10.1016/j.msea.2018.09.050,,7.085,198.0,700.0,150.0,80.0,80.34,0.0,13.11,21.6,C,0.0,0.0,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.005,0.0,0.0,0.9999999999999999,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2018.09.050,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19899999999999998,0.19899999999999998
6-222426272829-131717171717-000177_1,CoCrCuFeNiTi<sub>0.8</sub>,10.1016/j.msea.2018.09.050,,7.085,198.0,1042.0,150.0,80.0,80.34,0.0,13.11,2.11,C,0.0,0.0,0.1984,0.1984,0.1984,0.1984,0.0,0.0,0.0,0.0,0.0,0.1984,0.0,0.008,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2018.09.050,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1984,0.1984
6-242627282964-019191919191-000177_1,CoCrCuFeNiGd<sub>0.1</sub>,10.1016/j.msea.2018.09.050,,7.085,198.0,526.0,150.0,80.0,80.34,0.0,13.11,22.9,C,0.0,0.0,0.1998,0.1998,0.1998,0.1998,0.0,0.001,0.0,0.0,0.0,0.1998,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2018.09.050,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1998,0.1998
6-242627282964-019191919193-000177_1,CoCrCuFeNiGd<sub>0.2</sub>,10.1016/j.msea.2018.09.050,,7.085,198.0,739.0,150.0,80.0,80.34,0.0,13.11,16.6,C,0.0,0.0,0.1996,0.1996,0.1996,0.1996,0.0,0.002,0.0,0.0,0.0,0.1996,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2018.09.050,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1996,0.1996
6-242627282964-018181818185-000177_1,CoCrCuFeNiGd<sub>0.3</sub>,10.1016/j.msea.2018.09.050,,7.085,198.0,1132.0,150.0,80.0,80.34,0.0,13.11,12.8,C,0.0,0.0,0.19940000000000002,0.19940000000000002,0.19940000000000002,0.19940000000000002,0.0,0.003,0.0,0.0,0.0,0.19940000000000002,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2018.09.050,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19940000000000002,0.19940000000000002
7-13222426272829-00178171717174-000185_1,Cu<sub>0.25</sub>AlCoCrFeNiTi<sub>0.5</sub>,10.1016/j.intermet.2018.09.011,BCC,7.085,198.0,1994.0,150.0,80.0,80.34,0.0,13.11,9.05,C,0.1985,0.0,0.1985,0.1985,0.0025,0.1985,0.0,0.0,0.0,0.0,0.0,0.1985,0.0,0.005,0.0,0.0,1.0,7,0.012594458438287152,0,1,0,0,1.0,0,1,0,0,https://10.1016/j.intermet.2018.09.011,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0025,0.1985
6-132426272829-161616161616-000194_1,AlCoCrCuFeNi,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1300.0,150.0,80.0,80.34,0.0,13.11,9.9,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13242627282942-01616161616163-000194_1,AlCoCrCuFeMo<sub>0.2</sub>Ni,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1420.0,150.0,80.0,80.34,0.0,13.11,3.5,C,0.16633333333333333,0.0,0.16633333333333333,0.16633333333333333,0.16633333333333333,0.16633333333333333,0.0,0.0,0.0,0.0,0.002,0.16633333333333333,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16633333333333333,0.16633333333333333
7-13242627282942-01515151515156-000194_1,AlCoCrCuFeMo<sub>0.4</sub>Ni,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1690.0,150.0,80.0,80.34,0.0,13.11,1.5,C,0.166,0.0,0.166,0.166,0.166,0.166,0.0,0.0,0.0,0.0,0.004000000000000001,0.166,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.166,0.166
7-13242627282942-01515151515159-000194_1,AlCoCrCuFeMo<sub>0.6</sub>Ni,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1880.0,150.0,80.0,80.34,0.0,13.11,1.4,C,0.16566666666666666,0.0,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.16566666666666666,0.0,0.0,0.0,0.0,0.006,0.16566666666666666,0.0,0.0,0.0,0.0,0.9999999999999999,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16566666666666666,0.16566666666666666
7-13242627282942-14141414141411-000194_1,AlCoCrCuFeMo<sub>0.8</sub>Ni,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1920.0,150.0,80.0,80.34,0.0,13.11,1.2,C,0.16533333333333333,0.0,0.16533333333333333,0.16533333333333333,0.16533333333333333,0.16533333333333333,0.0,0.0,0.0,0.0,0.008,0.16533333333333333,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16533333333333333,0.16533333333333333
7-13242627282942-14141414141414-000194_1,AlCoCrCuFeMoNi,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1750.0,150.0,80.0,80.34,0.0,13.11,1.1,C,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,1.0000000000000002,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.14285714285714288,0.14285714285714288
6-222426272829-091818181818-000194_1,CoCrCuFeNiTi<sub>0.5</sub>,10.1016/j.jallcom.2018.01.247,,7.085,198.0,700.0,150.0,80.0,80.34,0.0,13.11,21.6,C,0.0,0.0,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.005,0.0,0.0,0.9999999999999999,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19899999999999998,0.19899999999999998
6-222426272829-131717171717-000194_1,CoCrCuFeNiTi<sub>0.8</sub>,10.1016/j.jallcom.2018.01.247,,7.085,198.0,1042.0,150.0,80.0,80.34,0.0,13.11,2.11,C,0.0,0.0,0.1984,0.1984,0.1984,0.1984,0.0,0.0,0.0,0.0,0.0,0.1984,0.0,0.008,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2018.01.247,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1984,0.1984
5-1326272829-2020202020-000209_1,FeCoNi(CuAl)<sub>0.8</sub>,10.1016/j.jallcom.2018.02.189,FCC,7.085,198.0,601.0,150.0,80.0,80.34,0.0,13.11,37.2,C,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.02.189,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-132627282931-019191919190-000209_1,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.02</sub>,10.1016/j.jallcom.2018.02.189,FCC,7.085,198.0,803.0,150.0,80.0,80.34,0.0,13.11,39.4,C,0.19996,0.0,0.19996,0.0,0.19996,0.19996,0.00019999999999999998,0.0,0.0,0.0,0.0,0.19996,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.02.189,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19996,0.19996
6-132627282931-019191919190-000209_2,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.04</sub>,10.1016/j.jallcom.2018.02.189,FCC,7.085,198.0,886.0,150.0,80.0,80.34,0.0,13.11,28.9,C,0.19992000000000001,0.0,0.19992000000000001,0.0,0.19992000000000001,0.19992000000000001,0.0004000000000000001,0.0,0.0,0.0,0.0,0.19992000000000001,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.02.189,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19992000000000001,0.19992000000000001
6-132627282931-019191919191-000209_1,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.06</sub>,10.1016/j.jallcom.2018.02.189,FCC,7.085,198.0,993.0,150.0,80.0,80.34,0.0,13.11,23.6,C,0.19988,0.0,0.19988,0.0,0.19988,0.19988,0.0006,0.0,0.0,0.0,0.0,0.19988,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.02.189,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19988,0.19988
6-132627282931-019191919191-000209_2,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.08</sub>,10.1016/j.jallcom.2018.02.189,FCC,7.085,198.0,1176.0,150.0,80.0,80.34,0.0,13.11,16.5,C,0.19984,0.0,0.19984,0.0,0.19984,0.19984,0.0007999999999999999,0.0,0.0,0.0,0.0,0.19984,0.0,0.0,0.0,0.0,1.0,6,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.02.189,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19984,0.19984
5-1326272829-0724242417-000216_1,Al<sub>8</sub>Co<sub>25</sub>Cu<sub>18</sub>Fe<sub>25</sub>Ni<sub>25</sub>,10.1016/j.matdes.2018.01.045,FCC,7.99,198.0,192.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.07920792079207921,0.0,0.24752475247524752,0.0,0.1782178217821782,0.24752475247524752,0.0,0.0,0.0,0.0,0.0,0.24752475247524752,0.0,0.0,0.0,0.0,1.0,5,0.72,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.matdes.2018.01.045,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1782178217821782,0.24752475247524752
6-132426272829-201616161616-000219_1,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1350.0,150.0,80.0,80.34,0.0,13.11,15.3,C,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_2,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1300.0,150.0,80.0,80.34,0.0,13.11,6.0,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_3,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1500.0,150.0,80.0,80.34,0.0,13.11,12.5,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_4,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1000.0,150.0,80.0,80.34,0.0,13.11,20.0,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_6,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1040.0,150.0,80.0,80.34,0.0,13.11,1.0,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_7,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1430.0,150.0,80.0,80.34,0.0,13.11,29.6,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_8,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,2050.0,150.0,80.0,80.34,0.0,13.11,4.5,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_9,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1900.0,150.0,80.0,80.34,0.0,13.11,7.9,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_10,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1860.0,150.0,80.0,80.34,0.0,13.11,10.5,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_11,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1760.0,150.0,80.0,80.34,0.0,13.11,17.8,C,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_12,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1200.0,150.0,80.0,80.34,0.0,13.11,31.6,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_13,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1200.0,150.0,80.0,80.34,0.0,13.11,26.3,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
6-132426272829-201616161616-000219_14,Al<sub>1.25</sub>CoCrCuFeNi,10.1016/j.msea.2017.12.084,,7.085,198.0,1020.0,150.0,80.0,80.34,0.0,13.11,47.4,,0.0125,0.0,0.1975,0.1975,0.1975,0.1975,0.0,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.msea.2017.12.084,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1975,0.1975
7-016132426272829-01621616161616-000221_1,Al<sub>0.15</sub>CoCrCuFeNiC,10.1016/j.jallcom.2018.05.180,FCC,7.73,148.3,2047.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.0015,0.16641666666666666,0.16641666666666666,0.16641666666666666,0.16641666666666666,0.16641666666666666,0.0,0.0,0.0,0.0,0.0,0.16641666666666666,0.0,0.0,0.0,0.0,1.0,7,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jallcom.2018.05.180,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16641666666666666,0.16641666666666666
