Unique ID,Composition,doi,Phases present,Density (g/cm3),Elastic Modulus (GPa),Compressive strength (MPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,Shear Modulus (GPa),C11 Elastic Constant (GPa),Fracture Toughness,Ductility (%),Test Type,Al,C,Co,Cr,Cu,Fe,Ga,Gd,Mg,Mn,Mo,Ni,Pb,Ti,V,Zn,Total_Composition,Num_Elements,Cu_Fe_Ratio,Has_FCC_Phase,Has_BCC_Phase,Has_HCP_Phase,Has_IM_Phase,Num_Phases,FCC,BCC,HCP,IM,Source,Hardness (HVN),Plasticity (%) - Compressive,Processing_Temperature_C,Processing_Temperature_K,Num_Crystal_Structures,Ag,B,Ca,Ge,Hf,Li,N,Nb,Nd,Pd,Re,Sc,Si,Sn,Ta,W,Y,Zr,Method_Other,Method_Unknown,Method_annealing,Method_arc_melting,Method_as_cast,Method_room_temperature,Method_sintering,Cu_Content,Fe_Content
8-01313222426272829-0132131313131313-000221_1,Al<sub>0.15</sub>CoCrCuFeNiTiC,10.1016/j.jallcom.2018.05.180,FCC+BCC,6.87,161.3,2199.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.0015,0.14264285714285715,0.14264285714285715,0.14264285714285715,0.14264285714285715,0.14264285714285715,0.0,0.0,0.0,0.0,0.0,0.14264285714285715,0.0,0.14264285714285715,0.0,0.0,1.0000000000000002,8,1.0,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jallcom.2018.05.180,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.14264285714285715,0.14264285714285715
8-01213222426272829-0121241212121212-000221_1,Al<sub>0.15</sub>CoCrCuFeNiTi<sub>2</sub>C,10.1016/j.jallcom.2018.05.180,FCC+BCC,6.7,179.3,2877.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.0015,0.16308333333333333,0.16308333333333333,0.16308333333333333,0.16308333333333333,0.16308333333333333,0.0,0.0,0.0,0.0,0.0,0.16308333333333333,0.0,0.02,0.0,0.0,1.0,8,1.0,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jallcom.2018.05.180,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16308333333333333,0.16308333333333333
5-2324252629-0029298291-000233_1,CrMn<sub>0.3</sub>FeVCu<sub>0.06</sub>,10.1016/j.jmst.2018.02.026,FCC+BCC,7.085,198.0,1273.0,150.0,80.0,80.34,0.0,13.11,50.7,C,0.0,0.0,0.0,0.33213333333333334,0.0006,0.33213333333333334,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.33213333333333334,0.0,1.0,5,0.0018065034122842231,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jmst.2018.02.026,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0006,0.33213333333333334
5-2324252629-0272713272-000233_1,CrMn<sub>0.5</sub>FeVCu<sub>0.10</sub>,10.1016/j.jmst.2018.02.026,FCC+BCC,7.085,198.0,1087.0,150.0,80.0,80.34,0.0,13.11,49.2,C,0.0,0.0,0.0,0.3313333333333333,0.001,0.3313333333333333,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.3313333333333333,0.0,1.0,5,0.003018108651911469,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jmst.2018.02.026,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.001,0.3313333333333333
5-2324252629-0262618263-000233_1,CrMn<sub>0.7</sub>FeVCu<sub>0.14</sub>,10.1016/j.jmst.2018.02.026,FCC+BCC,7.085,198.0,1068.0,150.0,80.0,80.34,0.0,13.11,49.8,C,0.0,0.0,0.0,0.33053333333333335,0.0014000000000000002,0.33053333333333335,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.33053333333333335,0.0,1.0,5,0.0042355788624445345,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jmst.2018.02.026,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0014000000000000002,0.33053333333333335
5-2324252629-0232323234-000233_1,CrMnFeVCu<sub>0.20</sub>,10.1016/j.jmst.2018.02.026,FCC+BCC,7.085,198.0,862.0,150.0,80.0,80.34,0.0,13.11,48.7,C,0.0,0.0,0.0,0.2495,0.002,0.2495,0.0,0.0,0.0,0.2495,0.0,0.0,0.0,0.0,0.2495,0.0,1.0,5,0.008016032064128256,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.jmst.2018.02.026,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.002,0.2495
5-2224262930-2020202020-000246_1,CuCrFeTiZn,10.1016/j.wear.2018.05.023,FCC+BCC,6.94,241.0,585.0,150.0,80.0,80.34,0.0,21.67,15.15,,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,5,1.0,1,1,0,0,2.0,1,1,0,0,https://10.1016/j.wear.2018.05.023,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-222426293082-101010101050-000246_1,(CuCrFeTiZn)<sub>95</sub>Pb<sub>5</sub>,10.1016/j.wear.2018.05.023,Multiphase,7.55,174.0,440.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.0,0.0,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.19,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.wear.2018.05.023,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.19,0.19
6-222426293082-000006666666-000246_1,(CuCrFeTiZn)<sub>90</sub>Pb<sub>10</sub>,10.1016/j.wear.2018.05.023,Multiphase,7.85,144.0,258.0,150.0,80.0,80.34,0.0,10.02,15.15,,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.18,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.wear.2018.05.023,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.18,0.18
5-1326272829-2222112222-000292_1,AlCoCuFeNi<sub>0.5</sub>,10.1016/j.jmst.2018.12.014,BCC+FCC+B2,7.085,198.0,929.0,150.0,80.0,80.34,0.0,13.11,13.7,C,0.24875,0.0,0.24875,0.0,0.24875,0.24875,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,1.0,5,1.0,1,1,0,0,3.0,1,1,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.24875,0.24875
5-1326272829-2020162020-000292_1,AlCoCuFeNi<sub>0.8</sub>,10.1016/j.jmst.2018.12.014,BCC+FCC+B2,7.085,198.0,1021.0,150.0,80.0,80.34,0.0,13.11,12.3,C,0.248,0.0,0.248,0.0,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,1.0,5,1.0,1,1,0,0,3.0,1,1,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.248,0.248
5-1326272829-2020202020-000292_1,AlCoCuFeNi<sub>1.0</sub>,10.1016/j.jmst.2018.12.014,FCC+BCC+B2,7.085,198.0,994.0,150.0,80.0,80.34,0.0,13.11,24.5,C,0.2475,0.0,0.2475,0.0,0.2475,0.2475,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,5,1.0,1,1,0,0,3.0,1,1,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2475,0.2475
5-1326272829-1818271818-000292_1,AlCoCuFeNi<sub>1.5</sub>,10.1016/j.jmst.2018.12.014,FCC+BCC+B2,7.085,198.0,680.0,150.0,80.0,80.34,0.0,13.11,35.9,C,0.24625,0.0,0.24625,0.0,0.24625,0.24625,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,1.0,5,1.0,1,1,0,0,3.0,1,1,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.24625,0.24625
5-1326272829-1616331616-000292_1,AlCoCuFeNi<sub>2.0</sub>,10.1016/j.jmst.2018.12.014,FCC+BCC+B2,7.085,198.0,544.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.245,0.0,0.245,0.0,0.245,0.245,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,5,1.0,1,1,0,0,3.0,1,1,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.245,0.245
5-1326272829-1414421414-000292_1,AlCoCuFeNi<sub>3.0</sub>,10.1016/j.jmst.2018.12.014,FCC,7.085,198.0,268.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.2425,0.0,0.2425,0.0,0.2425,0.2425,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,5,1.0,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.jmst.2018.12.014,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2425,0.2425
6-132426272829-161616161616-000299_1,AlCoCrCuFeNi,10.1016/j.mtla.2019.100259,,7.085,198.0,1051.0,150.0,80.0,80.34,0.0,13.11,22.5,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.mtla.2019.100259,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13242627282942-01515151515157-000299_1,AlCoCrCuFeNiMo<sub>0.5</sub>,10.1016/j.mtla.2019.100259,,7.085,198.0,2751.0,150.0,80.0,80.34,0.0,13.11,2.5,C,0.16583333333333333,0.0,0.16583333333333333,0.16583333333333333,0.16583333333333333,0.16583333333333333,0.0,0.0,0.0,0.0,0.005,0.16583333333333333,0.0,0.0,0.0,0.0,1.0,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.mtla.2019.100259,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16583333333333333,0.16583333333333333
6-132426272829-161616161616-000314_1,AlCoCrFeNiCu,10.1016/j.triboint.2018.10.012,BCC+B2,7.085,198.0,1170.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,1,0,0,2.0,0,1,0,0,https://10.1016/j.triboint.2018.10.012,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
6-222426272829-131717171717-000318_1,CoCrCuFeNiTi<sub>0.8</sub>,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1042.0,150.0,80.0,80.34,0.0,13.11,2.11,C,0.0,0.0,0.1984,0.1984,0.1984,0.1984,0.0,0.0,0.0,0.0,0.0,0.1984,0.0,0.008,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.1984,0.1984
6-222426272829-161616161616-000318_1,CoCrCuFeNiTi<sub>1.0</sub>,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1272.0,150.0,80.0,80.34,0.0,13.11,15.15,,0.0,0.0,0.198,0.198,0.198,0.198,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.01,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.198,0.198
5-1326272829-2020202020-000318_1,AlCoCuFeNi,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1060.0,150.0,80.0,80.34,0.0,13.11,19.1,C,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-132426272829-161616161616-000318_1,AlCoCuFeNiCr,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1285.0,150.0,80.0,80.34,0.0,13.11,24.6,C,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
6-132226272829-161616161616-000318_1,AlCoCuFeNiTi,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1612.0,150.0,80.0,80.34,0.0,13.11,12.8,C,0.16666666666666669,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.16666666666666669,0.16666666666666669
7-13222426272829-14141414141414-000318_1,AlCoCuFeNiCrTi,10.1016/j.jallcom.2019.07.100,,7.085,198.0,1523.0,150.0,80.0,80.34,0.0,13.11,8.1,C,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.14285714285714288,0.0,0.0,1.0000000000000002,7,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2019.07.100,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.14285714285714288,0.14285714285714288
5-1322262729-2222152020-000375_2,Al<sub>22.5</sub>Cu<sub>20</sub>Fe<sub>15</sub>Ni<sub>20</sub>Ti<sub>22.5</sub>,10.1016/j.jallcom.2020.156466,,7.085,198.0,737.0,150.0,80.0,80.34,0.0,13.11,8.8,C,0.225,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.225,0.0,0.0,1.0000000000000002,5,1.3333333333333335,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2020.156466,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.15
5-1322262729-2020202020-000375_2,AlCuFeNiTi,10.1016/j.jallcom.2020.156466,,7.085,198.0,697.0,150.0,80.0,80.34,0.0,13.11,4.3,C,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,5,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.jallcom.2020.156466,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.2,0.2
6-132224252629-000063253333-000406_1,Al<sub>63</sub>Ti<sub>25</sub>Cr<sub>3</sub>Mn<sub>3</sub>Fe<sub>3</sub>Cu<sub>3</sub>,10.1016/j.scriptamat.2023.115928,Multiphase,3.65,198.0,409.0,150.0,80.0,80.34,0.0,13.11,20.5,C,0.63,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.scriptamat.2023.115928,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.03,0.03
6-132224252629-000060205555-000406_1,Al<sub>60</sub>Ti<sub>20</sub>Cr<sub>5</sub>Mn<sub>5</sub>Fe<sub>5</sub>Cu<sub>5</sub>,10.1016/j.scriptamat.2023.115928,Multiphase,3.88,198.0,519.0,150.0,80.0,80.34,0.0,13.11,18.0,C,0.6,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.scriptamat.2023.115928,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.05,0.05
6-132224252629-000552051055-000406_1,Al<sub>55</sub>Ti<sub>20</sub>Cr<sub>5</sub>Mn<sub>10</sub>Fe<sub>5</sub>Cu<sub>5</sub>,10.1016/j.scriptamat.2023.115928,Multiphase,4.08,198.0,650.0,150.0,80.0,80.34,0.0,13.11,16.7,C,0.55,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,1.0000000000000002,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.scriptamat.2023.115928,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.05,0.05
6-132224252629-005020101055-000406_1,Al<sub>50</sub>Ti<sub>20</sub>Cr<sub>10</sub>Mn<sub>10</sub>Fe<sub>5</sub>Cu<sub>5</sub>,10.1016/j.scriptamat.2023.115928,Multiphase,4.27,198.0,716.0,150.0,80.0,80.34,0.0,13.11,12.4,C,0.5,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,1.0,6,1.0,0,0,0,0,1.0,0,0,0,0,https://10.1016/j.scriptamat.2023.115928,410.0,11.3,499.85,773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.05,0.05
5-2425262729-0242424241-000426_1,Cu<sub>0.07</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,206.21,109.28,150.0,80.0,80.9,0.0,13.11,15.15,,0.0,0.0,0.0,0.24982500000000002,0.0007000000000000001,0.24982500000000002,0.0,0.0,0.0,0.24982500000000002,0.0,0.24982500000000002,0.0,0.0,0.0,0.0,1.0,5,0.002801961372961073,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0007000000000000001,0.24982500000000002
5-2425262729-0242424243-000426_1,Cu<sub>0.14</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,207.74,108.62,150.0,80.0,81.56,0.0,13.11,15.15,,0.0,0.0,0.0,0.24965,0.0014000000000000002,0.24965,0.0,0.0,0.0,0.24965,0.0,0.24965,0.0,0.0,0.0,0.0,1.0,5,0.005607850991387944,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0014000000000000002,0.24965
6-132425262729-003232323231-000426_1,Al<sub>0.15</sub>Cu<sub>0.07</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,205.3,118.86,150.0,80.0,80.34,0.0,13.11,15.15,,0.0015,0.0,0.0,0.24945,0.0007000000000000001,0.24945,0.0,0.0,0.0,0.24945,0.0,0.24945,0.0,0.0,0.0,0.0,1.0,6,0.0028061735818801364,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0007000000000000001,0.24945
6-132425262729-003232323233-000426_1,Al<sub>0.15</sub>Cu<sub>0.14</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,205.42,119.72,150.0,80.0,80.42,0.0,13.11,15.15,,0.0015,0.0,0.0,0.249275,0.0014000000000000002,0.249275,0.0,0.0,0.0,0.249275,0.0,0.249275,0.0,0.0,0.0,0.0,1.0,6,0.00561628723297563,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0014000000000000002,0.249275
6-132425262729-006222222221-000426_1,Al<sub>0.3</sub>Cu<sub>0.07</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,202.93,124.19,150.0,80.0,79.15,0.0,13.11,15.15,,0.003,0.0,0.0,0.249075,0.0007000000000000001,0.249075,0.0,0.0,0.0,0.249075,0.0,0.249075,0.0,0.0,0.0,0.0,0.9999999999999998,6,0.0028103984743551146,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0007000000000000001,0.249075
6-132425262729-006222222223-000426_1,Al<sub>0.3</sub>Cu<sub>0.14</sub>CrFeMnNi,10.1016/j.intermet.2023.108100,FCC,7.085,203.96,117.13,150.0,80.0,79.82,0.0,13.11,15.15,,0.003,0.0,0.0,0.2489,0.0014000000000000002,0.2489,0.0,0.0,0.0,0.2489,0.0,0.2489,0.0,0.0,0.0,0.0,1.0,6,0.0056247488951386105,1,0,0,0,1.0,1,0,0,0,https://10.1016/j.intermet.2023.108100,410.0,11.3,499.85,773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,0.0014000000000000002,0.2489
