original_id,composition,phases,hardness,yield_strength,ultimate_tensile_strength,elongation,compressive_strength,plasticity,processing_notes,doi,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,dataset_source,ρ (g/cm<sup>3</sup>),E (GPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,G (GPa),C11 (GPa),Fracture Toughness,ductility,Test Type
9-132223242526272829-111111111111111111-000111_1,AlCrMnFeCoNiCuTiV,FCC,,,,,1862.0,,,10.1016/j.msea.2014.01.044,,,,,,0.1111111111111111,,,,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,,,,0.1111111111111111,,,,,0.1111111111111111,,,,,,,0.1111111111111111,0.1111111111111111,,,,,database (1).csv,,,,,,,,0.95,C
6-132426272829-161616161616-000111_1,AlCrFeCoNiCu,FCC,,,,,1303.0,,,10.1016/j.msea.2014.01.044,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,24.0,C
7-13242526272829-14141414141414-000111_1,AlCrFeCoNiCuMn,FCC,,,,,1005.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,15.0,C
7-13222426272829-14141414141414-000111_1,AlCrFeCoNiCuTi,FCC,,,,,1234.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,,,,,,,9.0,C
7-13232426272829-14141414141414-000111_1,AlCrFeCoNiCuV,FCC,,,,,1469.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,,,,,,,,16.0,C
6-132426272829-161616161616-000128_1,AlCoCrCuFeNi,BCC + FCC,,,,,1370.0,,,10.1016/j.msea.2017.02.072,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,12.0,C
6-132426272829-011919191919-000129_1,Al<sub>0.1</sub>CoCrCuFeNi,FCC,,,,,160.0,,,10.1016/j.wear.2017.01.020,,,,,,0.019607843137254905,,,,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,,,,,,,,,,0.19607843137254904,,,,,,,,,,,,,database (1).csv,7.45,186.0,,,,,,58.0,T
6-132326272829-021020302018-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.9</sub>Al<sub>0.1</sub>V<sub>0.5</sub>,FCC,,,,,1219.0,,,10.1016/j.msea.2017.09.119,,,,,,0.02,,,,0.2,,0.18,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,35.0,C
6-132326272829-041020302016-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.8</sub>Al<sub>0.2</sub>V<sub>0.5</sub>,FCC,,,,,1504.0,,,10.1016/j.msea.2017.09.119,,,,,,0.04,,,,0.2,,0.16,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,16.9,C
6-132326272829-061020302014-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.7</sub>Al<sub>0.3</sub>V<sub>0.5</sub>,FCC,,,,,1721.0,,,10.1016/j.msea.2017.09.119,,,,,,0.06,,,,0.2,,0.13999999999999999,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,9.0,C
5-1326272829-2020202020-000146_1,AlCoCuFeNi,Unknown,,,,,1060.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.2,,,,0.2,,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,,202.0,,,,,,19.1,C
6-132426272829-161616161616-000146_1,AlCoCuFeNiCr,Unknown,,,,,1285.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,219.0,,,,,,24.6,C
6-132226272829-161616161616-000146_1,AlCoCuFeNiTi,Unknown,,,,,1612.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.16666666666666666,,,,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,,231.0,,,,,,12.8,C
7-13222426272829-14141414141414-000146_1,AlCoCuFeNiCrTi,Unknown,,,,,1523.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,239.0,,,,,,8.1,C
5-2426272829-2020202020-000152_1,CoCrCuFeNi,FCC,,,,,320.0,,,10.1016/j.msea.2017.09.102,,,,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,,,,,,,,60.0,C
6-242627282964-019191919190-000152_1,Gd<sub>0.05</sub>CoCrCuFeNi,FCC,,,,,300.0,,,10.1016/j.msea.2017.09.102,,,,,,,,,,0.19801980198019803,0.19801980198019803,0.19801980198019803,0.19801980198019803,,,,,,,,,,,0.19801980198019803,,,,,,,,,,,,,database (1).csv,,,,,,,,60.0,C
6-242627282964-019191919191-000152_1,Gd<sub>0.1</sub>CoCrCuFeNi,FCC,,,,,526.0,,,10.1016/j.msea.2017.09.102,,,,,,,,,,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,,,,,,,,,,0.19607843137254904,,,,,,,,,,,,,database (1).csv,,,,,,,,22.9,C
6-242627282964-019191919193-000152_1,Gd<sub>0.2</sub>CoCrCuFeNi,FCC,,,,,739.0,,,10.1016/j.msea.2017.09.102,,,,,,,,,,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,,,,,,,,,,,0.1923076923076923,,,,,,,,,,,,,database (1).csv,,,,,,,,16.6,C
6-242627282964-018181818185-000152_1,Gd<sub>0.3</sub>CoCrCuFeNi,FCC,,,,,1132.0,,,10.1016/j.msea.2017.09.102,,,,,,,,,,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,,,,,,,,,,,0.18867924528301888,,,,,,,,,,,,,database (1).csv,,,,,,,,12.8,C
4-13242629-25252525-000154_1,AlFeCuCr,Unknown,,,,,1950.0,,,10.1007/s1254 0-019-00565 -z,,,,,,0.25,,,,,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,database (1).csv,,,,,,,,,
5-1213242629-1122222222-000154_1,AlFeCuCrMg<sub>0.5</sub>,Unknown,,,,,2559.0,,,10.1007/s1254 0-019-00565 -z,,,,,,0.2222222222222222,,,,,0.2222222222222222,0.2222222222222222,0.2222222222222222,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,database (1).csv,,,,,,,,,
5-1213242629-2020202020-000154_1,AlFeCuCrMg,Unknown,,,,,2220.0,,,10.1007/s1254 0-019-00565 -z,,,,,,0.2,,,,,0.2,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,database (1).csv,,,,,,,,,
5-1213242629-2718181818-000154_1,AlFeCuCrMg<sub>1.5</sub>,Unknown,,,,,1559.0,,,10.1007/s1254 0-019-00565 -z,,,,,,0.18181818181818182,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,0.2727272727272727,,,,,,,,,,,,,,,,,,,database (1).csv,,,,,,,,,
5-2526272829-2020202020-000162_1,FeMnNiCoCu,Unknown,,,,,499.0,,,10.1016/j.matdes.2018.07.046,,,,,,,,,,0.2,,0.2,0.2,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,database (1).csv,,189.6,,,75.29,,,,
6-132426272829-161616161616-000174_1,AlCrCuNiFeCo,Unknown,,,,,18.0,,,10.1016/j.matchemphys.2017.07.079,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,860.0,T
6-222426272829-091818181818-000177_1,CoCrCuFeNiTi<sub>0.5</sub>,Unknown,,,,,700.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,,,,,,,,21.6,C
6-222426272829-131717171717-000177_1,CoCrCuFeNiTi<sub>0.8</sub>,Unknown,,,,,1042.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,,,,,,,,0.1724137931034483,,,,,,,0.13793103448275862,,,,,,database (1).csv,,,,,,,,2.11,C
6-222426272829-161616161616-000177_1,CoCrCuFeNiTi,Unknown,,,,,1272.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,,,,,,,,1.6,C
6-242627282964-019191919191-000177_1,CoCrCuFeNiGd<sub>0.1</sub>,Unknown,,,,,526.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,,,,,,,,,,0.19607843137254904,,,,,,,,,,,,,database (1).csv,,,,,,,,22.9,C
6-242627282964-019191919193-000177_1,CoCrCuFeNiGd<sub>0.2</sub>,Unknown,,,,,739.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.1923076923076923,,,,,,,,,,,0.1923076923076923,,,,,,,,,,,,,database (1).csv,,,,,,,,16.6,C
6-242627282964-018181818185-000177_1,CoCrCuFeNiGd<sub>0.3</sub>,Unknown,,,,,1132.0,,,10.1016/j.msea.2018.09.050,,,,,,,,,,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,,,,,,,,,,,0.18867924528301888,,,,,,,,,,,,,database (1).csv,,,,,,,,12.8,C
7-13222426272829-00178171717174-000185_1,Cu<sub>0.25</sub>AlCoCrFeNiTi<sub>0.5</sub>,BCC,,,,,1994.0,,,10.1016/j.intermet.2018.09.011,,,,,,0.17391304347826086,,,,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.17391304347826086,,,,,,,,,,,0.17391304347826086,,,,,,,0.08695652173913043,,,,,,database (1).csv,,,,,,,,9.05,C
6-132426272829-161616161616-000194_1,AlCoCrCuFeNi,Unknown,,,,,1300.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,9.9,C
7-13242627282942-01616161616163-000194_1,AlCoCrCuFeMo<sub>0.2</sub>Ni,Unknown,,,,,1420.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.16129032258064516,,,,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.16129032258064516,,,,,,,0.03225806451612903,,,,0.16129032258064516,,,,,,,,,,,,,database (1).csv,,,,,,,,3.5,C
7-13242627282942-01515151515156-000194_1,AlCoCrCuFeMo<sub>0.4</sub>Ni,Unknown,,,,,1690.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.15625,,,,0.15625,0.15625,0.15625,0.15625,,,,,,,0.0625,,,,0.15625,,,,,,,,,,,,,database (1).csv,,,,,,,,1.5,C
7-13242627282942-01515151515159-000194_1,AlCoCrCuFeMo<sub>0.6</sub>Ni,Unknown,,,,,1880.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.15151515151515152,,,,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,,,,,,,0.09090909090909091,,,,0.15151515151515152,,,,,,,,,,,,,database (1).csv,,,,,,,,1.4,C
7-13242627282942-14141414141411-000194_1,AlCoCrCuFeMo<sub>0.8</sub>Ni,Unknown,,,,,1920.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.14705882352941177,,,,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,,,,,,,0.11764705882352942,,,,0.14705882352941177,,,,,,,,,,,,,database (1).csv,,,,,,,,1.2,C
7-13242627282942-14141414141414-000194_1,AlCoCrCuFeMoNi,Unknown,,,,,1750.0,,,10.1016/j.jallcom.2018.01.247,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,1.1,C
6-222426272829-091818181818-000194_1,CoCrCuFeNiTi<sub>0.5</sub>,Unknown,,,,,700.0,,,10.1016/j.jallcom.2018.01.247,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,,,,,,,,21.6,C
6-222426272829-131717171717-000194_1,CoCrCuFeNiTi<sub>0.8</sub>,Unknown,,,,,1042.0,,,10.1016/j.jallcom.2018.01.247,,,,,,,,,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,,,,,,,,0.1724137931034483,,,,,,,0.13793103448275862,,,,,,database (1).csv,,,,,,,,2.11,C
6-222426272829-161616161616-000194_1,CoCrCuFeNiTi,Unknown,,,,,1272.0,,,10.1016/j.jallcom.2018.01.247,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,,,,,,,,0.0,C
5-1326272829-2020202020-000209_1,FeCoNi(CuAl)<sub>0.8</sub>,FCC,,,,,601.0,,,10.1016/j.jallcom.2018.02.189,,,,,,0.2,,,,0.2,,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,,,,,,,,37.2,C
6-132627282931-019191919190-000209_1,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.02</sub>,FCC,,,,,803.0,,,10.1016/j.jallcom.2018.02.189,,,,,,0.19920318725099603,,,,0.19920318725099603,,0.19920318725099603,0.19920318725099603,0.003984063745019921,,,,,,,,,,0.19920318725099603,,,,,,,,,,,,,database (1).csv,,,,,,,,39.4,C
6-132627282931-019191919190-000209_2,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.04</sub>,FCC,,,,,886.0,,,10.1016/j.jallcom.2018.02.189,,,,,,0.1984126984126984,,,,0.1984126984126984,,0.1984126984126984,0.1984126984126984,0.007936507936507936,,,,,,,,,,0.1984126984126984,,,,,,,,,,,,,database (1).csv,,,,,,,,28.9,C
6-132627282931-019191919191-000209_1,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.06</sub>,FCC,,,,,993.0,,,10.1016/j.jallcom.2018.02.189,,,,,,0.19762845849802374,,,,0.19762845849802374,,0.19762845849802374,0.19762845849802374,0.011857707509881424,,,,,,,,,,0.19762845849802374,,,,,,,,,,,,,database (1).csv,,,,,,,,23.6,C
6-132627282931-019191919191-000209_2,FeCoNi(CuAl)<sub>0.8</sub>Ga<sub>0.08</sub>,FCC,,,,,1176.0,,,10.1016/j.jallcom.2018.02.189,,,,,,0.19685039370078738,,,,0.19685039370078738,,0.19685039370078738,0.19685039370078738,0.015748031496062992,,,,,,,,,,0.19685039370078738,,,,,,,,,,,,,database (1).csv,,,,,,,,16.5,C
5-2526272829-2020202020-000216_1,CoCuFeMnNi,FCC,,,,,342.0,,,10.1016/j.matdes.2018.01.045,,,,,,,,,,0.2,,0.2,0.2,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,database (1).csv,8.39,,,,,,,38.0,T
5-1326272829-0724242417-000216_1,Al<sub>8</sub>Co<sub>25</sub>Cu<sub>18</sub>Fe<sub>25</sub>Ni<sub>25</sub>,FCC,,,,,192.0,,,10.1016/j.matdes.2018.01.045,,,,,,0.07920792079207921,,,,0.24752475247524752,,0.1782178217821782,0.24752475247524752,,,,,,,,,,,0.24752475247524752,,,,,,,,,,,,,database (1).csv,7.99,,,,,,,,
6-132426272829-201616161616-000219_1,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1350.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,15.3,C
6-132426272829-201616161616-000219_2,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1300.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,6.0,
6-132426272829-201616161616-000219_3,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1500.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,12.5,
6-132426272829-201616161616-000219_4,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1000.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,20.0,
6-132426272829-201616161616-000219_5,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,790.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,0.2,T
6-132426272829-201616161616-000219_6,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1040.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,1.0,
6-132426272829-201616161616-000219_7,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1430.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,29.6,
6-132426272829-201616161616-000219_8,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,2050.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,4.5,
6-132426272829-201616161616-000219_9,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1900.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,7.9,
6-132426272829-201616161616-000219_10,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1860.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,10.5,
6-132426272829-201616161616-000219_11,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1760.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,17.8,C
6-132426272829-201616161616-000219_12,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1200.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,31.6,
6-132426272829-201616161616-000219_13,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1200.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,26.3,
6-132426272829-201616161616-000219_14,Al<sub>1.25</sub>CoCrCuFeNi,Unknown,,,,,1020.0,,,10.1016/j.msea.2017.12.084,,,,,,0.2,,,,0.16,0.16,0.16,0.16,,,,,,,,,,,0.16,,,,,,,,,,,,,database (1).csv,,,,,,,,47.4,
7-016132426272829-01621616161616-000221_1,Al<sub>0.15</sub>CoCrCuFeNiC,FCC,,,,,2047.0,,,10.1016/j.jallcom.2018.05.180,,,,,,0.024390243902439022,,0.16260162601626016,,0.16260162601626016,0.16260162601626016,0.16260162601626016,0.16260162601626016,,,,,,,,,,,0.16260162601626016,,,,,,,,,,,,,database (1).csv,7.73,148.3,,,,,,,
8-01313222426272829-0132131313131313-000221_1,Al<sub>0.15</sub>CoCrCuFeNiTiC,FCC+BCC,,,,,2199.0,,,10.1016/j.jallcom.2018.05.180,,,,,,0.020979020979020976,,0.13986013986013984,,0.13986013986013984,0.13986013986013984,0.13986013986013984,0.13986013986013984,,,,,,,,,,,0.13986013986013984,,,,,,,0.13986013986013984,,,,,,database (1).csv,6.87,161.3,,,,,,,
8-01213222426272829-0121241212121212-000221_1,Al<sub>0.15</sub>CoCrCuFeNiTi<sub>2</sub>C,FCC+BCC,,,,,2877.0,,,10.1016/j.jallcom.2018.05.180,,,,,,0.01840490797546012,,0.12269938650306748,,0.12269938650306748,0.12269938650306748,0.12269938650306748,0.12269938650306748,,,,,,,,,,,0.12269938650306748,,,,,,,0.24539877300613497,,,,,,database (1).csv,6.7,179.3,,,,,,,
5-2324252629-0029298291-000233_1,CrMn<sub>0.3</sub>FeVCu<sub>0.06</sub>,FCC+BCC,,,,,1273.0,,,10.1016/j.jmst.2018.02.026,,,,,,,,,,,0.2976190476190476,0.017857142857142856,0.2976190476190476,,,,,,0.08928571428571429,,,,,,,,,,,,,0.2976190476190476,,,,,database (1).csv,,,,,,,,50.7,C
